algorithm,layer,utility,mean_violation,cvar,power_violation,dual_mean,dual_max
budget_aware_primal_dual_unfolded,8,-5612.40625,201.05311584472656,1855.1796875,0.0,73.28917694091797,149.00921630859375
risk_neutral_pgd,1,25.79545783996582,4552.03369140625,34071.4375,1.9868215517249155e-08,,
risk_neutral_pgd,2,50.42951583862305,4479.97998046875,35316.7109375,0.0,,
risk_neutral_pgd,3,55.62185287475586,4641.40771484375,38566.375,0.0,,
risk_neutral_pgd,4,58.22896957397461,4497.9658203125,37513.6328125,0.0,,
risk_neutral_pgd,5,58.99580764770508,4432.01611328125,36719.8828125,0.0,,
risk_neutral_pgd,6,60.6434326171875,4197.64990234375,33436.43359375,0.0,,
risk_neutral_pgd,7,60.761993408203125,4401.27197265625,34995.703125,0.0,,
risk_neutral_pgd,8,62.402278900146484,4320.4150390625,34441.30078125,0.0,,
risk_neutral_pgd,9,63.95684814453125,4444.94921875,33930.109375,0.0,,
risk_neutral_pgd,10,64.85459899902344,4133.93115234375,30658.96484375,0.0,,
wideband_pgd,1,-109632.625,1931.9859619140625,10084.5927734375,2.2706531765948057e-08,,
wideband_pgd,2,-17907046.0,189946.8125,1882233.75,0.0,,
wideband_pgd,3,-11041768.0,118326.4453125,1158361.625,0.0,,
wideband_pgd,4,-12887187.0,137437.953125,1353204.5,0.0,,
wideband_pgd,5,-12598455.0,134323.265625,1322952.875,0.0,,
wideband_pgd,6,-12791423.0,136238.234375,1343483.25,0.0,,
wideband_pgd,7,-12816995.0,136451.0625,1346280.75,0.0,,
wideband_pgd,8,-12854415.0,136807.484375,1350290.0,0.0,,
wideband_pgd,9,-12870459.0,136956.546875,1352015.875,0.0,,
wideband_pgd,10,-12880996.0,137056.296875,1353145.875,0.0,,
budgeted_primal_dual_pgd,1,-15121.3564453125,1931.9859619140625,10084.5927734375,2.2706531765948057e-08,1.454686164855957,4.661048889160156
budgeted_primal_dual_pgd,2,-3281289.25,182974.828125,2187503.5,0.0,2.375420331954956,6.161048889160156
budgeted_primal_dual_pgd,3,-2224550.0,124208.4140625,1482991.125,0.0,3.160048484802246,6.605482578277588
budgeted_primal_dual_pgd,4,-2470586.0,138296.34375,1646981.625,0.0,3.9935429096221924,8.10548210144043
budgeted_primal_dual_pgd,5,-2456073.0,137014.265625,1637275.5,0.0,4.840810298919678,8.96434497833252
budgeted_primal_dual_pgd,6,-2482646.0,138440.890625,1654963.0,0.0,5.6589789390563965,10.46434497833252
budgeted_primal_dual_pgd,7,-2491991.0,139132.25,1661170.375,0.0,6.453178882598877,11.96434497833252
budgeted_primal_dual_pgd,8,-2499074.5,140291.671875,1665858.0,0.0,7.265402317047119,13.46434497833252
budget_aware_primal_dual_unfolded,1,-33.014896392822266,1931.9859619140625,10084.5927734375,2.2706531765948057e-08,4.109605312347412,6.87633752822876
budget_aware_primal_dual_unfolded,2,-6340167.0,204578.046875,2453951.0,0.0,11.895625114440918,19.831594467163086
budget_aware_primal_dual_unfolded,3,-3964.62109375,160972.671875,1930749.875,0.0,31.774770736694336,52.67860412597656
budget_aware_primal_dual_unfolded,4,-5994674.5,155457.546875,1864588.625,0.0,36.18816375732422,59.97472381591797
budget_aware_primal_dual_unfolded,5,-398155.59375,260094.609375,3114242.5,0.0,55.3024787902832,93.63291931152344
budget_aware_primal_dual_unfolded,6,-3090.238037109375,3538.377685546875,37397.54296875,0.0,56.67119216918945,96.05683135986328
budget_aware_primal_dual_unfolded,7,-2589.922607421875,57.93098068237305,369.8744812011719,0.0,80.08441162109375,146.11471557617188
budget_aware_primal_dual_unfolded,8,-3815.258544921875,34.301082611083984,150.89755249023438,0.0,85.04928588867188,157.61065673828125
risk_neutral_pgd,1,26.614898681640625,492052.84375,5852328.0,2.554484801464696e-08,,
risk_neutral_pgd,2,52.00345230102539,454121.75,5403642.5,0.0,,
risk_neutral_pgd,3,52.217105865478516,355413.75,4224206.0,0.0,,
risk_neutral_pgd,4,56.398895263671875,403790.78125,4808363.5,0.0,,
risk_neutral_pgd,5,56.056766510009766,386029.34375,4596267.0,0.0,,
risk_neutral_pgd,6,55.72661209106445,369149.65625,4395667.0,0.0,,
risk_neutral_pgd,7,57.744293212890625,381838.5,4539804.0,0.0,,
risk_neutral_pgd,8,57.1318244934082,327775.21875,3895434.75,0.0,,
risk_neutral_pgd,9,58.98085403442383,309245.21875,3674334.25,0.0,,
risk_neutral_pgd,10,58.31315994262695,460686.40625,5490244.0,0.0,,
wideband_pgd,1,-205089.671875,2246.486328125,21426.546875,2.554484801464696e-08,,
wideband_pgd,2,-5386437.0,64001.75390625,553304.375,0.0,,
wideband_pgd,3,-3520085.5,43207.95703125,358998.65625,0.0,,
wideband_pgd,4,-3961537.25,48587.86328125,404092.25,0.0,,
wideband_pgd,5,-3850241.75,47300.76171875,392593.625,0.0,,
wideband_pgd,6,-3878275.5,47643.85546875,395454.3125,0.0,,
wideband_pgd,7,-3871476.25,47572.46484375,394738.1875,0.0,,
wideband_pgd,8,-3873352.5,47602.19921875,394917.25,0.0,,
wideband_pgd,9,-3873029.0,47604.38671875,394872.625,0.0,,
wideband_pgd,10,-3873222.0,47611.28125,394883.875,0.0,,
budgeted_primal_dual_pgd,1,-32126.185546875,2246.486328125,21426.546875,2.554484801464696e-08,1.205800175666809,6.2896623611450195
budgeted_primal_dual_pgd,2,-965980.125,54112.75,643975.875,0.0,1.85578191280365,5.989662170410156
budgeted_primal_dual_pgd,3,-687178.1875,38611.25390625,458086.25,0.0,2.4381749629974365,6.521107196807861
budgeted_primal_dual_pgd,4,-740249.3125,41553.0703125,493442.4375,0.0,3.0317904949188232,8.021106719970703
budgeted_primal_dual_pgd,5,-729599.75,40981.19140625,486318.0625,0.0,3.640066146850586,9.521106719970703
budgeted_primal_dual_pgd,6,-731776.375,41069.80078125,487742.9375,0.0,4.2750372886657715,11.021106719970703
budgeted_primal_dual_pgd,7,-731388.0,41058.5625,487458.15625,0.0,4.9299092292785645,12.521106719970703
budgeted_primal_dual_pgd,8,-731515.5,41083.16796875,487515.125,0.0,5.588039398193359,14.021106719970703
budget_aware_primal_dual_unfolded,1,-94.36279296875,2246.486328125,21426.546875,2.554484801464696e-08,3.1040213108062744,7.177612781524658
budget_aware_primal_dual_unfolded,2,-2290369.5,73058.03125,875511.1875,0.0,8.137955665588379,20.753084182739258
budget_aware_primal_dual_unfolded,3,-1568.6990966796875,60354.234375,723117.75,0.0,20.635889053344727,54.97771453857422
budget_aware_primal_dual_unfolded,4,-2314173.0,59442.41796875,712192.25,0.0,23.3915958404541,62.620445251464844
budget_aware_primal_dual_unfolded,5,-133383.203125,89329.5390625,1068868.25,0.0,40.719825744628906,97.69346618652344
budget_aware_primal_dual_unfolded,6,-2388.639892578125,1007.5283203125,10355.7431640625,0.0,41.914432525634766,100.17510223388672
budget_aware_primal_dual_unfolded,7,-2200.83203125,238.09117126464844,2535.574951171875,0.0,63.02961349487305,152.19342041015625
budget_aware_primal_dual_unfolded,8,-5092.244140625,173.58544921875,1792.155029296875,0.0,67.84552764892578,164.20887756347656
